project,bug_id,tool,detected,rank,duration_seconds,execution_timestamp,comparison_timestamp,cpu_avg_percent,cpu_max_percent,memory_avg_bytes,memory_max_bytes,memory_limit_bytes,network_rx_total_bytes,network_tx_total_bytes,disk_read_total_bytes,disk_write_total_bytes,top@1,top@5,top@10
Chart,11,boostnsift,Yes,1,36.716718912124634,2025-11-05T15:01:34.123623,2025-12-10T12:25:51.613936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,11,buglocator,Yes,1,0.004160404205322266,2025-11-15T23:43:32.011549,2025-12-20T18:04:59.582893,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,11,locus,No,N/A,6.656730890274048,2025-11-05T11:11:40.504625,2025-12-20T17:12:17.127741,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Chart,12,boostnsift,Yes,2,37.096739768981934,2025-11-05T15:02:11.220417,2025-12-10T12:25:51.613936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Chart,12,buglocator,Yes,1,0.002959728240966797,2025-11-15T23:43:32.014547,2025-12-20T18:04:59.582893,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,12,locus,No,N/A,50.69382166862488,2025-11-05T15:02:06.388679,2025-12-20T17:12:17.127741,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Chart,16,boostnsift,Yes,1,35.96269369125366,2025-11-05T15:02:47.183168,2025-12-10T12:25:51.613936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,16,buglocator,Yes,1,0.0037224292755126953,2025-11-15T23:43:32.016866,2025-12-20T18:04:59.582893,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,16,locus,Yes,1,43.24803876876831,2025-11-05T15:02:49.636771,2025-12-20T17:12:17.127741,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,17,boostnsift,Yes,1,36.897265911102295,2025-11-05T15:03:26.534088,2025-12-10T12:25:51.613936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,17,buglocator,Yes,1,0.0013225078582763672,2025-11-15T23:43:32.015898,2025-12-20T18:04:59.582893,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,17,locus,Yes,1,37.892099142074585,2025-11-05T15:03:25.075314,2025-12-20T17:12:17.127741,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,1,boostnsift,Yes,6,9.538583040237427,2025-11-07T09:25:19.021572,2025-12-10T12:25:51.736015,68.925,137.85,60240691.0,120481382,134861973094,536,0,0,0,0,0,1
Cli,1,buglocator,Yes,1,0.005460977554321289,2025-11-15T23:39:49.625355,2025-12-20T18:04:59.904190,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,1,locus,Yes,1,19.666271448135376,2025-11-07T09:43:57.718085,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,2,boostnsift,Yes,1,9.589686393737793,2025-11-07T09:26:07.786513,2025-12-10T12:25:51.736015,29.075,52.94,152185077.5,276824064,134861973094,516,0,0,0,1,1,1
Cli,2,buglocator,Yes,11,4.207401514053345,2025-11-16T00:45:54.859952,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
Cli,2,locus,Yes,5,7.583317518234253,2025-11-07T09:44:40.528787,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Cli,3,boostnsift,Yes,9,9.341210126876831,2025-11-07T09:27:00.919103,2025-12-10T12:25:51.736015,6.755,13.51,15340666.5,30681333,134861973094,486,0,0,0,0,0,1
Cli,3,buglocator,Yes,9,4.210465431213379,2025-11-16T00:46:18.140148,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Cli,3,locus,Yes,15,5.594307899475098,2025-11-07T09:45:35.862525,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,4,boostnsift,Yes,2,8.781509637832642,2025-11-07T09:27:50.435487,2025-12-10T12:25:51.736015,5.72,11.44,15419310.0,30838620,134861973094,266,0,0,0,0,1,1
Cli,4,buglocator,Yes,4,4.242783784866333,2025-11-16T00:46:41.495363,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1
Cli,4,locus,Yes,7,5.784815549850464,2025-11-07T09:46:13.928297,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1
Cli,5,boostnsift,Yes,8,9.140570878982544,2025-11-07T09:27:59.580376,2025-12-10T12:25:51.736015,6.58,13.16,15524167.5,31048335,134861973094,426,0,0,0,0,0,1
Cli,5,buglocator,Yes,9,4.2287397384643555,2025-11-16T00:46:45.724552,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Cli,5,locus,Yes,3,10.370005369186401,2025-11-07T09:46:26.117101,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Cli,7,boostnsift,Yes,29,9.707533597946167,2025-11-07T09:28:07.227409,2025-12-10T12:25:51.736015,41.709999999999994,72.13,149180907.5,267386880,134861973094,736,0,0,N/A,0,0,0
Cli,7,buglocator,Yes,55,4.3172688484191895,2025-11-16T00:46:48.027864,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
Cli,7,locus,No,N/A,8.871518611907959,2025-11-07T09:46:31.493610,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,8,boostnsift,Yes,1,9.765016555786133,2025-11-07T09:28:09.367671,2025-12-10T12:25:51.736015,6.555,13.11,15377367.0,30754734,134861973094,266,0,0,0,1,1,1
Cli,8,buglocator,Yes,1,4.307786464691162,2025-11-16T00:46:50.033042,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1
Cli,8,locus,Yes,1,11.260704040527344,2025-11-07T09:46:37.381106,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,9,boostnsift,Yes,1,8.642167091369629,2025-11-07T09:28:15.872976,2025-12-10T12:25:51.736015,8.62,17.24,15587082.0,31174164,134861973094,486,0,0,0,1,1,1
Cli,9,buglocator,Yes,1,4.201379299163818,2025-11-16T00:46:52.229989,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1
Cli,9,locus,Yes,1,11.215731382369995,2025-11-07T09:46:42.713803,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,10,boostnsift,Yes,1,8.537782192230225,2025-11-07T09:25:18.032534,2025-12-10T12:25:51.736015,3.26,6.52,14129561.5,28259123,134861973094,486,0,0,0,1,1,1
Cli,10,buglocator,Yes,9,0.005883216857910156,2025-11-15T23:39:49.626732,2025-12-20T18:04:59.904190,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1
Cli,10,locus,Yes,3,12.10680365562439,2025-11-07T09:43:50.174508,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Cli,11,boostnsift,Yes,4,8.810432434082031,2025-11-07T09:25:26.864946,2025-12-10T12:25:51.736015,4.795,9.59,14742978.5,29485957,134861973094,486,0,0,0,0,1,1
Cli,11,buglocator,Yes,3,0.002424955368041992,2025-11-15T23:39:49.627812,2025-12-20T18:04:59.904190,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Cli,11,locus,Yes,1,6.510647296905518,2025-11-07T09:43:56.689011,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,12,boostnsift,Yes,5,8.796995639801025,2025-11-07T09:25:27.821954,2025-12-10T12:25:51.736015,9.985,19.97,16819159.0,33638318,134861973094,376,0,0,0,0,1,1
Cli,12,buglocator,Yes,15,0.0023856163024902344,2025-11-15T23:39:49.629200,2025-12-20T18:04:59.904190,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,12,locus,Yes,6,5.709444046020508,2025-11-07T09:44:02.402435,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1
Cli,13,boostnsift,Yes,4,9.802863836288452,2025-11-07T09:25:36.671748,2025-12-10T12:25:51.736015,4.89,9.78,15193866.0,30387732,134861973094,486,0,0,0,0,1,1
Cli,13,buglocator,Yes,4,0.002196788787841797,2025-11-15T23:39:49.630033,2025-12-20T18:04:59.904190,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Cli,13,locus,No,N/A,9.748762130737305,2025-11-07T09:44:07.470572,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,14,boostnsift,Yes,11,10.822673797607422,2025-11-07T09:25:38.648438,2025-12-10T12:25:51.736015,6.6,13.2,15524167.5,31048335,134861973094,266,0,0,0,0,0,0
Cli,14,buglocator,Yes,57,0.0045013427734375,2025-11-15T23:39:49.633764,2025-12-20T18:04:59.904190,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,14,locus,No,N/A,11.211214542388916,2025-11-07T09:44:13.616843,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,15,boostnsift,Yes,22,10.39322566986084,2025-11-07T09:25:47.085859,2025-12-10T12:25:51.736015,4.575,9.15,14475591.5,28951183,134861973094,486,0,0,0,0,0,0
Cli,15,buglocator,Yes,70,0.00415802001953125,2025-11-15T23:39:49.634297,2025-12-20T18:04:59.904190,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,15,locus,No,N/A,4.4177539348602295,2025-11-07T09:44:11.888384,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,16,boostnsift,Yes,22,10.41222333908081,2025-11-07T09:25:49.064243,2025-12-10T12:25:51.736015,6.74,13.48,15345909.5,30691819,134861973094,426,0,0,0,0,0,0
Cli,16,buglocator,Yes,80,0.004815578460693359,2025-11-15T23:39:49.638615,2025-12-20T18:04:59.904190,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,16,locus,No,N/A,8.811046123504639,2025-11-07T09:44:20.703084,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,17,boostnsift,Yes,1,9.104288339614868,2025-11-07T09:25:56.193770,2025-12-10T12:25:51.736015,6.08,12.16,15503196.0,31006392,134861973094,486,0,0,0,1,1,1
Cli,17,buglocator,Yes,1,0.003039836883544922,2025-11-15T23:39:49.637363,2025-12-20T18:04:59.904190,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,17,locus,Yes,1,12.432084321975708,2025-11-07T09:44:26.052135,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,18,boostnsift,Yes,1,9.115132570266724,2025-11-07T09:25:58.182378,2025-12-10T12:25:51.736015,6.915,13.83,15513681.5,31027363,134861973094,266,0,0,0,1,1,1
Cli,18,buglocator,Yes,2,0.0023245811462402344,2025-11-15T23:39:49.639741,2025-12-20T18:04:59.904190,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Cli,18,locus,Yes,1,12.23528528213501,2025-11-07T09:44:32.942086,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,19,boostnsift,Yes,1,9.146728515625,2025-11-07T09:26:05.354014,2025-12-10T12:25:51.736015,4.51,9.02,14753464.0,29506928,134861973094,486,0,0,0,1,1,1
Cli,19,buglocator,Yes,2,4.240947484970093,2025-11-16T00:45:52.680893,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1
Cli,19,locus,Yes,1,12.377612352371216,2025-11-07T09:44:38.433414,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,20,boostnsift,Yes,1,9.380700826644897,2025-11-07T09:26:14.738005,2025-12-10T12:25:51.736015,5.945,11.89,15823011.5,31646023,134861973094,266,0,0,0,1,1,1
Cli,20,buglocator,Yes,1,4.234686374664307,2025-11-16T00:45:56.916289,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1
Cli,20,locus,Yes,1,12.043623208999634,2025-11-07T09:44:50.480777,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,21,boostnsift,Yes,2,9.756270408630371,2025-11-07T09:26:17.546893,2025-12-10T12:25:51.736015,5.51,11.02,15167651.5,30335303,134861973094,266,0,0,0,0,1,1
Cli,21,buglocator,Yes,56,4.335812330245972,2025-11-16T00:45:59.196661,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
Cli,21,locus,No,N/A,10.957764387130737,2025-11-07T09:44:51.491369,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,22,boostnsift,Yes,1,9.727585315704346,2025-11-07T09:26:24.480599,2025-12-10T12:25:51.736015,12.035,13.28,141730774.5,252392243,134861973094,736,0,0,0,1,1,1
Cli,22,buglocator,Yes,4,4.265631437301636,2025-11-16T00:46:01.182498,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1
Cli,22,locus,Yes,3,5.68146824836731,2025-11-07T09:44:56.166644,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Cli,23,boostnsift,Yes,1,8.925835847854614,2025-11-07T09:26:26.476315,2025-12-10T12:25:51.736015,4.23,8.46,14821621.5,29643243,134861973094,266,0,0,0,1,1,1
Cli,23,buglocator,Yes,1,4.207015752792358,2025-11-16T00:46:03.404401,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1
Cli,23,locus,Yes,1,13.059091567993164,2025-11-07T09:45:04.554148,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,24,boostnsift,Yes,1,9.191767692565918,2025-11-07T09:26:33.675698,2025-12-10T12:25:51.736015,6.495,12.99,15513681.5,31027363,134861973094,486,0,0,0,1,1,1
Cli,24,buglocator,Yes,1,4.236159563064575,2025-11-16T00:46:05.419797,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1
Cli,24,locus,Yes,1,12.067265748977661,2025-11-07T09:45:08.237567,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,25,boostnsift,Yes,1,9.224417209625244,2025-11-07T09:26:35.705009,2025-12-10T12:25:51.736015,8.37,16.52,144860774.0,258054553,134861973094,516,0,0,0,1,1,1
Cli,25,buglocator,Yes,1,4.210161447525024,2025-11-16T00:46:07.615411,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1
Cli,25,locus,Yes,1,12.025566101074219,2025-11-07T09:45:16.583222,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,26,boostnsift,Yes,1,9.353282928466797,2025-11-07T09:26:43.828011,2025-12-10T12:25:51.736015,6.515,13.03,15298723.5,30597447,134861973094,646,0,0,0,1,1,1
Cli,26,buglocator,Yes,1,4.21170711517334,2025-11-16T00:46:09.632475,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1
Cli,26,locus,Yes,1,4.56702995300293,2025-11-07T09:45:12.804651,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,27,boostnsift,Yes,2,9.389070749282837,2025-11-07T09:26:45.109952,2025-12-10T12:25:51.736015,4.99,9.98,14774435.5,29548871,134861973094,426,0,0,0,0,1,1
Cli,27,buglocator,Yes,1,4.191815376281738,2025-11-16T00:46:11.808068,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1
Cli,27,locus,Yes,2,4.739645957946777,2025-11-07T09:45:17.544377,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Cli,28,boostnsift,Yes,1,9.559705257415771,2025-11-07T09:26:53.403672,2025-12-10T12:25:51.736015,4.15,8.3,14716764.0,29433528,134861973094,486,0,0,0,1,1,1
Cli,28,buglocator,Yes,1,4.294922351837158,2025-11-16T00:46:13.928748,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1
Cli,28,locus,Yes,1,13.677239656448364,2025-11-07T09:45:30.264512,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,29,boostnsift,Yes,3,6.429305076599121,2025-11-07T09:26:51.556932,2025-12-10T12:25:51.736015,370.07,370.07,275251200.0,275251200,134861973094,426,0,0,0,0,1,1
Cli,29,buglocator,Yes,4,4.272406339645386,2025-11-16T00:46:16.081118,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1
Cli,29,locus,Yes,2,13.550069570541382,2025-11-07T09:45:31.097902,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Cli,30,boostnsift,Yes,3,8.21994924545288,2025-11-07T09:27:01.633182,2025-12-10T12:25:51.736015,24.875,49.75,29685186.5,59370373,134861973094,266,0,0,0,0,1,1
Cli,30,buglocator,Yes,2,4.226194620132446,2025-11-16T00:46:20.308190,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1
Cli,30,locus,Yes,13,5.701465129852295,2025-11-07T09:45:36.802809,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,31,boostnsift,Yes,6,8.85742974281311,2025-11-07T09:27:09.793335,2025-12-10T12:25:51.736015,6.89,13.78,14942208.0,29884416,134861973094,486,0,0,0,0,0,1
Cli,31,buglocator,Yes,4,4.209657907485962,2025-11-16T00:46:22.350647,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1
Cli,31,locus,Yes,1,4.844922065734863,2025-11-07T09:45:40.711563,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,32,boostnsift,Yes,1,10.171816349029541,2025-11-07T09:27:11.808535,2025-12-10T12:25:51.736015,25.56,51.12,30864834.5,61729669,134861973094,426,0,0,0,1,1,1
Cli,32,buglocator,Yes,2,4.183886528015137,2025-11-16T00:46:24.492726,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1
Cli,32,locus,Yes,1,13.925268650054932,2025-11-07T09:45:50.732010,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,33,boostnsift,Yes,3,9.242963075637817,2025-11-07T09:27:19.054439,2025-12-10T12:25:51.736015,4.49,8.98,14858321.5,29716643,134861973094,486,0,0,0,0,1,1
Cli,33,buglocator,Yes,1,4.334365606307983,2025-11-16T00:46:26.686615,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1
Cli,33,locus,Yes,2,4.7019689083099365,2025-11-07T09:45:45.417254,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Cli,34,boostnsift,Yes,5,9.206684589385986,2025-11-07T09:27:21.032790,2025-12-10T12:25:51.736015,4.775,9.55,15026094.0,30052188,134861973094,266,0,0,0,0,1,1
Cli,34,buglocator,Yes,2,4.192428112030029,2025-11-16T00:46:28.685920,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1
Cli,34,locus,Yes,3,4.748265266418457,2025-11-07T09:45:50.169203,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Cli,35,boostnsift,Yes,12,9.61233377456665,2025-11-07T09:27:28.671322,2025-12-10T12:25:51.736015,6.345,12.69,14632878.0,29265756,134861973094,486,0,0,0,0,0,0
Cli,35,buglocator,Yes,11,4.292922019958496,2025-11-16T00:46:30.980220,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
Cli,35,locus,Yes,2,8.421225309371948,2025-11-07T09:45:58.595142,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Cli,36,boostnsift,Yes,8,9.658811092376709,2025-11-07T09:27:30.771781,2025-12-10T12:25:51.736015,6.05,12.1,15649996.5,31299993,134861973094,266,0,0,0,0,0,1
Cli,36,buglocator,Yes,3,4.292580842971802,2025-11-16T00:46:32.979243,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1
Cli,36,locus,Yes,3,8.891485452651978,2025-11-07T09:45:59.627134,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Cli,37,boostnsift,No,N/A,9.40788197517395,2025-11-07T09:27:38.082085,2025-12-10T12:25:51.736015,4.905,9.81,14910750.5,29821501,134861973094,486,0,0,0,0,0,0
Cli,37,buglocator,Yes,2,4.267887592315674,2025-11-16T00:46:35.248690,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1
Cli,37,locus,Yes,8,8.505474328994751,2025-11-07T09:46:07.104723,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1
Cli,38,boostnsift,Yes,43,10.875868320465088,2025-11-07T09:27:41.650585,2025-12-10T12:25:51.736015,5.465,10.93,14858321.5,29716643,134861973094,266,0,0,0,0,0,0
Cli,38,buglocator,Yes,2,4.272108316421509,2025-11-16T00:46:37.251934,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1
Cli,38,locus,Yes,8,8.508731603622437,2025-11-07T09:46:08.139495,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1
Cli,39,boostnsift,Yes,1,9.669488906860352,2025-11-07T09:27:47.772349,2025-12-10T12:25:51.736015,21.165,42.33,26057113.5,52114227,134861973094,646,0,0,0,1,1,1
Cli,39,buglocator,Yes,5,4.247553110122681,2025-11-16T00:46:39.496938,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1
Cli,39,locus,Yes,3,8.634865522384644,2025-11-07T09:46:15.743229,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Cli,40,boostnsift,Yes,1,9.732934474945068,2025-11-07T09:27:57.508645,2025-12-10T12:25:51.736015,1.295,2.59,11602493.0,23204986,134861973094,486,0,0,0,1,1,1
Cli,40,buglocator,Yes,1,4.2119951248168945,2025-11-16T00:46:43.709517,2025-12-20T18:04:59.904190,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1
Cli,40,locus,Yes,1,8.686171293258667,2025-11-07T09:46:22.618193,2025-12-20T17:12:17.179188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Closure,1,boostnsift,Yes,40,44.65243458747864,2025-11-18T14:33:56.426528,2025-12-10T12:25:53.054541,107.99600000000001,439.07,782837900.4,1358283407,134861973094,876,0,0,0,0,0,0
Closure,1,buglocator,Yes,17,26.14170265197754,2025-11-18T14:33:50.854459,2025-12-20T18:05:00.849128,118.64666666666666,335.05,516988512.3333333,1464583847,134861973094,516,0,0,0,0,0,0
Closure,1,locus,No,N/A,12.935498237609863,2025-11-18T14:33:24.709571,2025-12-20T17:12:17.711139,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
